#,Body Name,Service Area,Expenses Type,Invoice Payment Date,Transaction Number,Net Amount,Supplier Name
MCC1314-26179,Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,2013-11-04,5100677337,2802.85,Pts Plumbing Trade Supplies
MCC1314-26180,Manchester City Council,Regeneration Finance,Proffesional fees,2013-11-04,5100677338,1260.00,The Manchester College
MCC1314-26181,Manchester City Council,Manchester Leisure,Proffesional fees,2013-11-04,5100677351,5000.00,Pursuit of Excellence
MCC1314-26182,Manchester City Council,Corporate Services,Proffesional fees,2013-11-04,5100677364,670.35,Tameside Metropolitan Borough
MCC1314-26183,Manchester City Council,Childrens Services,Building Works,2013-11-04,5100677367,786.93,Capita IT Services (BSF) Limited
MCC1314-26184,Manchester City Council,Childrens Services,Building Works,2013-11-04,5100677368,2996.74,Capita IT Services (BSF) Limited
MCC1314-26185,Manchester City Council,Chief Executives,Construction Works,2013-11-04,5100677371,3184.20,GMCA
MCC1314-26186,Manchester City Council,Chief Executives,Publications,2013-11-04,5100677372,1093.00,Sweet & Maxwell Ltd
MCC1314-26187,Manchester City Council,Corporate Services,Preventative Maintenance Work,2013-11-04,5100677373,104419.82,Manchester Working Ltd
MCC1314-26188,Manchester City Council,Hospitality + Trading Services,Hire of Equipment,2013-11-04,5100677383,1097.43,United Utilities (Standpipes Only)
MCC1314-26189,Manchester City Council,Hospitality + Trading Services,Hire of Equipment,2013-11-04,5100677385,607.50,United Utilities (Standpipes Only)
MCC1314-26190,Manchester City Council,Childrens Services,Grant and subscriptions awarded,2013-11-04,5100677386,9260.00,Remedi
MCC1314-26191,Manchester City Council,Environment and Operations,Legal Fees,2013-11-04,5100677401,700.00,Redacted Personal Information
MCC1314-26192,Manchester City Council,Chief Executives,Advertising,2013-11-04,5100677405,1499.00,Reed Business Information Ltd
MCC1314-26193,Manchester City Council,Childrens Services,Grant and subscriptions awarded,2013-11-04,5100677409,3876.00,4CT Limited
MCC1314-26194,Manchester City Council,Manchester Leisure,Agency staff provision,2013-11-04,5100677410,2121.64,Serco Manchester Leisure Ltd Wythen
MCC1314-26195,Manchester City Council,Corporate Services,Legal Fees,2013-11-04,5100677415,2219.50,DWF LLP
MCC1314-26196,Manchester City Council,Childrens Services,Third party payments relating to Voluntary Organisations,2013-11-04,5100677416,897.75,Big Life Families
MCC1314-26197,Manchester City Council,Childrens Services,Third party payments relating to Voluntary Organisations,2013-11-04,5100677419,973.50,Big Life Families
MCC1314-26198,Manchester City Council,Childrens Services,Third party payments relating to Voluntary Organisations,2013-11-04,5100677423,594.00,Big Life Families
MCC1314-26199,Manchester City Council,Childrens Services,CAMC/Not assigned,2013-11-04,5100677424,3273.20,Safehands Network Ltd
MCC1314-26200,Manchester City Council,Childrens Services,Third party payments relating to Voluntary Organisations,2013-11-04,5100677427,726.00,Big Life Families
MCC1314-26201,Manchester City Council,Childrens Services,Foster Payments,2013-11-04,5100677428,880.00,Care-Ex Services Ltd t/a Concerto
MCC1314-26202,Manchester City Council,Adult Social Care,Agency staff provision,2013-11-04,5100677436,913.15,Semester Recruitment Ltd
MCC1314-26203,Manchester City Council,Hospitality + Trading Services,Vehicle Hire Costs,2013-11-04,5100677464,38332.80,Specialist Vehicle rental
MCC1314-26204,Manchester City Council,Manchester Leisure,Furniture,2013-11-04,5100677470,860.00,Egan Reid Stationery Co Ltd
MCC1314-26205,Manchester City Council,Adult Social Care,Third party payments to other Local Authorities,2013-11-04,5100677504,6250.00,Bury M.B.C.
MCC1314-26206,Manchester City Council,Childrens Services,Third party payments relating to Voluntary Organisations,2013-11-04,5100677523,709.50,Big Life Families
MCC1314-26207,Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,2013-11-04,5100677524,70675.00,Figment Productions Limited
MCC1314-26208,Manchester City Council,Childrens Services,Transport Coach Hire,2013-11-04,5100677526,3420.00,G.M Travel
MCC1314-26209,Manchester City Council,Chief Executives,Construction Works,2013-11-04,5100677532,3385.50,GMCA
MCC1314-26210,Manchester City Council,Chief Executives,Construction Works,2013-11-04,5100677536,1342.00,GMCA
MCC1314-26211,Manchester City Council,Childrens Services,Grant and subscriptions awarded,2013-11-04,5100677538,13859.00,4CT Limited
MCC1314-26212,Manchester City Council,Hospitality + Trading Services,Building Materials for direct delivery,2013-11-04,5100677539,607.76,Aggregate Industries T/A Kennedy As
MCC1314-26213,Manchester City Council,Hospitality + Trading Services,Building Materials for direct delivery,2013-11-04,5100677540,758.80,Aggregate Industries T/A Kennedy As
MCC1314-26214,Manchester City Council,Hospitality + Trading Services,Building Materials for direct delivery,2013-11-04,5100677541,696.40,Aggregate Industries T/A Kennedy As
MCC1314-26215,Manchester City Council,Hospitality + Trading Services,Building Materials for direct delivery,2013-11-04,5100677542,746.80,Aggregate Industries T/A Kennedy As
MCC1314-26216,Manchester City Council,Chief Executives,Construction Works,2013-11-04,5100677551,2392.42,GMCA
MCC1314-26217,Manchester City Council,Chief Executives,Advertising,2013-11-04,5100677567,720.00,MediaCo Outdoor Limited
MCC1314-26218,Manchester City Council,Housing Revenue Account,Landline Telephone,2013-11-05,1903876280,753.75,Vodafone (Ex C&W)
MCC1314-26219,Manchester City Council,Manchester Leisure,Proffesional fees,2013-11-05,1903882516,18577.00,PMC 4 Europe Ltd
MCC1314-26220,Manchester City Council,Manchester Leisure,Printing,2013-11-05,1903883654,2535.00,Warners Midlands
MCC1314-26221,Manchester City Council,Manchester Leisure,Proffesional fees,2013-11-05,1903883947,1587.80,APCOA Parking (UK) Ltd
MCC1314-26222,Manchester City Council,Housing General Fund,Surplus property Fees,2013-11-05,1903884531,646.70,Redacted Personal Information
MCC1314-26223,Manchester City Council,Housing General Fund,Building Works,2013-11-05,1903885625,3486.00,Stannah Lift Services Ltd
MCC1314-26224,Manchester City Council,Housing General Fund,Building Works,2013-11-05,1903885628,19116.50,Mack 4 Limited
MCC1314-26225,Manchester City Council,Housing General Fund,Building Works,2013-11-05,1903885635,1536.00,Stannah Lift Services Ltd
MCC1314-26226,Manchester City Council,Housing General Fund,Building Works,2013-11-05,1903885646,3646.62,Stannah Lift Services Ltd
MCC1314-26227,Manchester City Council,Housing General Fund,Building Works,2013-11-05,1903885648,1452.00,Stannah Lift Services Ltd
MCC1314-26228,Manchester City Council,Housing General Fund,Building Works,2013-11-05,1903885656,1386.00,Stannah Lift Services Ltd
MCC1314-26229,Manchester City Council,Housing General Fund,Building Works,2013-11-05,1903885665,4476.00,Stannah Lift Services Ltd
MCC1314-26230,Manchester City Council,Housing General Fund,Building Works,2013-11-05,1903885667,3361.00,Stannah Lift Services Ltd
MCC1314-26231,Manchester City Council,Housing General Fund,Building Works,2013-11-05,1903885673,1338.82,Stannah Lift Services Ltd
MCC1314-26232,Manchester City Council,Housing General Fund,Building Works,2013-11-05,1903885681,9790.50,Pollock Lifts Ltd
MCC1314-26233,Manchester City Council,Housing General Fund,Building Works,2013-11-05,1903885687,1481.00,Stannah Lift Services Ltd
MCC1314-26234,Manchester City Council,Housing General Fund,Building Works,2013-11-05,1903885696,2210.00,Handicare Accessibility Ltd
MCC1314-26235,Manchester City Council,Housing General Fund,Building Works,2013-11-05,1903885700,4236.40,FT Finley & Co Ltd
MCC1314-26236,Manchester City Council,Housing General Fund,Building Works,2013-11-05,1903885713,2136.00,Hoist & Shower Chair Company
MCC1314-26237,Manchester City Council,Housing General Fund,Building Works,2013-11-05,1903885718,1445.00,Hoist & Shower Chair Company
MCC1314-26238,Manchester City Council,Housing General Fund,Building Works,2013-11-05,1903885722,6442.94,FT Finley & Co Ltd
MCC1314-26239,Manchester City Council,Housing General Fund,Building Works,2013-11-05,1903885731,3747.23,FT Finley & Co Ltd
MCC1314-26240,Manchester City Council,Housing General Fund,Building Works,2013-11-05,1903885733,1672.53,FT Finley & Co Ltd
MCC1314-26241,Manchester City Council,Housing General Fund,Building Works,2013-11-05,1903885742,2581.41,FT Finley & Co Ltd
MCC1314-26242,Manchester City Council,Housing General Fund,Building Works,2013-11-05,1903885750,6071.75,Kier Services Ltd - Maint West
MCC1314-26243,Manchester City Council,Housing General Fund,Building Works,2013-11-05,1903885763,4340.46,Kier Services Ltd - Maint West
MCC1314-26244,Manchester City Council,Housing General Fund,Building Works,2013-11-05,1903885764,3848.96,Kier Services Ltd - Maint West
MCC1314-26245,Manchester City Council,Housing General Fund,Building Works,2013-11-05,1903885765,3685.13,Kier Services Ltd - Maint West
MCC1314-26246,Manchester City Council,Housing General Fund,Building Works,2013-11-05,1903885766,6416.44,Stannah Lift Services Ltd
MCC1314-26247,Manchester City Council,Housing General Fund,Building Works,2013-11-05,1903885767,1293.97,FT Finley & Co Ltd
MCC1314-26248,Manchester City Council,Hospitality + Trading Services,Building Materials for direct delivery,2013-11-05,1903886012,745.00,Ecomix Concrete Ltd
MCC1314-26249,Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,2013-11-05,5100670914,6160.00,Mecanoo
MCC1314-26250,Manchester City Council,Childrens Services,Transport Coach Hire,2013-11-05,5100677178,3610.00,Exec-Coach Services
MCC1314-26251,Manchester City Council,Hospitality + Trading Services,Equipment,2013-11-05,5100677183,2466.00,Victor Manufacturing Ltd
MCC1314-26252,Manchester City Council,Adult Social Care,Supporting People Payments,2013-11-05,5100677245,1987.74,Contour Housing Group Limited
MCC1314-26253,Manchester City Council,Adult Social Care,Supporting People Payments,2013-11-05,5100677291,1987.74,Contour Housing Group Limited
MCC1314-26254,Manchester City Council,Chief Executives,Renoval and Storage of Furniture,2013-11-05,5100677299,1426.54,BCL
MCC1314-26255,Manchester City Council,Childrens Services,Proffesional fees,2013-11-05,5100677360,2140.00,Black Health Agency
MCC1314-26256,Manchester City Council,Regeneration Finance,Proffesional fees,2013-11-05,5100677391,1500.00,City South Manchester Housing Trust
MCC1314-26257,Manchester City Council,Childrens Services,Transport Coach Hire,2013-11-05,5100677408,1710.00,JKR Travel
MCC1314-26258,Manchester City Council,Adult Social Care,Supporting People Payments,2013-11-05,5100677533,15726.04,Chapter 1
MCC1314-26259,Manchester City Council,Adult Social Care,Supporting People Payments,2013-11-05,5100677548,12670.52,Depaul Trust (Rent Receivables)
MCC1314-26260,Manchester City Council,Adult Social Care,Supporting People Payments,2013-11-05,5100677550,15132.97,Depaul Trust (Rent Receivables)
MCC1314-26261,Manchester City Council,Chief Executives,Publications,2013-11-05,5100677555,5981.00,Lexis Nexis Uk
MCC1314-26262,Manchester City Council,Chief Executives,Publications,2013-11-05,5100677559,-2922.00,Lexis Nexis Uk
MCC1314-26263,Manchester City Council,Adult Social Care,Third party payments to Health Authority,2013-11-05,5100677572,17109.00,George House Trust
MCC1314-26264,Manchester City Council,Chief Executives,Advertising,2013-11-05,5100677574,720.00,MediaCo Outdoor Limited
MCC1314-26265,Manchester City Council,Adult Social Care,Building Materials for direct delivery,2013-11-05,5100677579,1128.96,Illingworth Ingham (M/cR)
MCC1314-26266,Manchester City Council,Adult Social Care,Rents,2013-11-05,5100677598,1198.27,Happy Homes Uk Ltd
MCC1314-26267,Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,2013-11-05,5100677599,1666.66,George House Trust
MCC1314-26268,Manchester City Council,Chief Executives,Advertising,2013-11-05,5100677600,720.00,MediaCo Outdoor Limited
MCC1314-26269,Manchester City Council,Chief Executives,Advertising,2013-11-05,5100677603,720.00,MediaCo Outdoor Limited
MCC1314-26270,Manchester City Council,Chief Executives,Advertising,2013-11-05,5100677605,1080.00,MediaCo Outdoor Limited
MCC1314-26271,Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,2013-11-05,5100677607,3469.75,George House Trust
MCC1314-26272,Manchester City Council,Adult Social Care,Training and Development,2013-11-05,5100677626,158481.13,Central Manchester University Hosp
MCC1314-26273,Manchester City Council,Childrens Services,Training and Development,2013-11-05,5100677641,21750.00,Central Manchester University Hosp
MCC1314-26274,Manchester City Council,Childrens Services,Payments for services,2013-11-05,5100677668,3375.25,Cumberland & Westmorland
MCC1314-26275,Manchester City Council,Childrens Services,Payments for services,2013-11-05,5100677669,3375.25,Cumberland & Westmorland
MCC1314-26276,Manchester City Council,Leasing,Vehicle contract hire and leases,2013-11-05,5100677681,6950.00,De Lage Landen Leasing Ltd
MCC1314-26277,Manchester City Council,Hospitality + Trading Services,Funeral and coroner related services,2013-11-05,5100677682,1643.00,Rigby Taylor Ltd
MCC1314-26278,Manchester City Council,Adult Social Care,Equipment,2013-11-05,5100677684,1278.00,Invacare Limited
MCC1314-26279,Manchester City Council,Childrens Services,Payments for services,2013-11-05,5100677686,3992.25,Cumberland & Westmorland
MCC1314-26280,Manchester City Council,Childrens Services,Third party payments to other Local Authorities,2013-11-05,5100677688,6118.00,Altrincham College Of Arts
MCC1314-26281,Manchester City Council,Childrens Services,Proffesional fees,2013-11-05,5100677692,793.80,Hemingways Marketing Services Ltd
MCC1314-26282,Manchester City Council,Childrens Services,Grant and subscriptions awarded,2013-11-05,5100677705,8000.00,The Depaul Trust
MCC1314-26283,Manchester City Council,Childrens Services,Third party payments to other Local Authorities,2013-11-05,5100677707,7525.00,Altrincham College Of Arts
MCC1314-26284,Manchester City Council,Childrens Services,Payments for services,2013-11-05,5100677711,4588.00,Cumberland & Westmorland
MCC1314-26285,Manchester City Council,Childrens Services,CAMC/Not assigned,2013-11-05,5100677732,784.13,H.G. Care Services Ltd
MCC1314-26286,Manchester City Council,Childrens Services,CAMC/Not assigned,2013-11-05,5100677751,510.00,H.G. Care Services Ltd
MCC1314-26287,Manchester City Council,Childrens Services,Proffesional fees,2013-11-05,5100677753,11931.00,Leisure For Autism
MCC1314-26288,Manchester City Council,Childrens Services,CAMC/Not assigned,2013-11-05,5100677757,765.00,H.G. Care Services Ltd
MCC1314-26289,Manchester City Council,Childrens Services,CAMC/Not assigned,2013-11-05,5100677764,510.00,H.G. Care Services Ltd
